posting_year,country,region,industry,seniority_level,risk_category,avg_salary_usd,median_salary_usd,avg_ai_intensity,avg_automation_risk,avg_displacement_risk,job_count,pct_ai_mentioned,unique_job_titles
2021,South Africa,Africa,Finance,Senior,LOW,0.43,0.43,,,,1,100.0,1
2021,South Africa,Africa,Healthcare,Intern,LOW,,,0.06,,22355.0,1,0.0,1
2021,South Africa,Africa,Manufacturing,Junior,LOW,,,0.02,,,1,0.0,1
2021,South Africa,Africa,Retail,Junior,LOW,,,0.1,,-3.11,1,0.0,1
2021,South Africa,Africa,Retail,Senior,LOW,,,,,,1,100.0,1
2021,South Korea,East Asia,Agriculture,Senior,HIGH,,,0.08,66437.0,0.82,1,0.0,1
2021,South Korea,East Asia,Education,Intern,LOW,,,0.1,,-2.355,2,0.0,2
2021,South Korea,East Asia,Education,Senior,HIGH,,,0.09,81142.0,0.81,1,0.0,1
2021,South Korea,East Asia,Energy,Executive,HIGH,,,0.01,73617.0,0.63,1,0.0,1
2021,South Korea,East Asia,Energy,Senior,LOW,,,0.14,,-4.11,1,0.0,1
2021,South Korea,East Asia,Healthcare,Lead,LOW,,,0.09,,-1.95,1,0.0,1
2021,South Korea,East Asia,Manufacturing,Junior,LOW,,,0.15,,72238.0,1,0.0,1
2021,South Korea,East Asia,Retail,Junior,HIGH,,,0.19,64277.0,0.77,1,0.0,1
2021,Spain,Europe,Healthcare,Junior,LOW,,,0.9,,17.64,1,100.0,1
2021,Sri Lanka,South Asia,Agriculture,Junior,HIGH,,,0.1,28336.0,0.84,1,0.0,1
2021,Sri Lanka,South Asia,Education,Junior,LOW,,,0.1,,,2,50.0,2
2021,Sri Lanka,South Asia,Energy,Executive,HIGH,,,0.16,30460.0,0.71,1,0.0,1
2021,Sri Lanka,South Asia,Energy,Junior,LOW,,,,,,1,100.0,1
2021,Sri Lanka,South Asia,Finance,Intern,LOW,,,0.01,,28930.0,1,0.0,1
2021,Sri Lanka,South Asia,Healthcare,Mid,LOW,,,0.11,,1.62,1,0.0,1
2021,Sri Lanka,South Asia,Retail,Intern,LOW,,,0.11,,,1,0.0,1
2021,Sri Lanka,South Asia,Retail,Mid,LOW,,,0.11,,-2.09,1,0.0,1
2021,Sri Lanka,South Asia,Retail,Senior,HIGH,,,0.75,39665.0,0.28,1,100.0,1
2021,Sri Lanka,South Asia,Tech,Junior,HIGH,,,0.05,30332.0,0.65,1,0.0,1
2021,Sweden,Europe,Education,Executive,HIGH,,,0.17,83309.0,0.62,1,0.0,1
2021,Sweden,Europe,Education,Senior,LOW,,,0.13,,,1,0.0,1
2021,Taiwan,East Asia,Agriculture,Executive,LOW,0.67,0.67,,,,1,100.0,1
2021,Taiwan,East Asia,Energy,Junior,HIGH,,,0.71,112929.0,0.11,1,100.0,1
2021,Taiwan,East Asia,Finance,Lead,HIGH,,,0.07,68718.0,0.83,1,0.0,1
2021,Taiwan,East Asia,Government,Junior,LOW,,,0.02,,81216.0,1,0.0,1
2021,Taiwan,East Asia,Healthcare,Intern,LOW,,,0.91,,14.72,1,100.0,1
2021,Taiwan,East Asia,Healthcare,Lead,LOW,0.94,0.94,,,,1,100.0,1
2021,Taiwan,East Asia,Manufacturing,Executive,LOW,,,0.01,,69041.0,1,0.0,1
2021,Taiwan,East Asia,Retail,Senior,LOW,,,0.05,,,1,0.0,1
2021,Thailand,Southeast Asia,Education,Lead,HIGH,,,0.09,36412.0,0.63,1,0.0,1
2021,Thailand,Southeast Asia,Energy,Mid,LOW,,,0.18,,45113.0,1,0.0,1
2021,Thailand,Southeast Asia,Finance,Intern,HIGH,,,0.81,49911.0,0.1,1,100.0,1
2021,Thailand,Southeast Asia,Retail,Lead,LOW,,,0.09,,-0.37,1,0.0,1
2021,Thailand,Southeast Asia,Tech,Executive,LOW,0.75,0.75,,,,1,100.0,1
2021,UAE,Middle East,Government,Intern,LOW,,,,,,1,100.0,1
2021,UAE,Middle East,Government,Senior,LOW,,,,,,1,100.0,1
2021,UAE,Middle East,Manufacturing,Intern,HIGH,,,0.01,67281.0,0.76,1,0.0,1
2021,UAE,Middle East,Manufacturing,Senior,LOW,,,0.12,,73593.0,1,0.0,1
2021,United Kingdom,Europe,Education,Lead,LOW,0.61,0.61,,,,1,100.0,1
2021,United Kingdom,Europe,Energy,Junior,HIGH,,,0.01,76245.0,0.79,1,0.0,1
2021,United Kingdom,Europe,Tech,Junior,LOW,,,0.94,,,1,100.0,1
2021,United States,North America,Education,Executive,LOW,,,0.06,,90617.0,1,0.0,1
2021,United States,North America,Education,Junior,LOW,,,,,,1,100.0,1
2021,United States,North America,Education,Lead,LOW,,,0.52,,,1,100.0,1
2021,United States,North America,Energy,Intern,LOW,0.42,0.42,,,,1,100.0,1
2021,United States,North America,Finance,Executive,LOW,,,,,,1,100.0,1
2021,United States,North America,Finance,Lead,HIGH,,,0.86,141643.0,0.31,1,100.0,1
2021,United States,North America,Finance,Mid,LOW,,,0.05,,104812.0,1,0.0,1
2021,United States,North America,Government,Executive,LOW,,,0.06,,-1.73,1,0.0,1
2021,United States,North America,Government,Intern,LOW,,,,,,1,100.0,1
2021,United States,North America,Healthcare,Lead,LOW,,,0.17,,4.86,1,0.0,1
2021,United States,North America,Manufacturing,Executive,HIGH,,,0.11,95171.0,0.9,1,0.0,1
2021,United States,North America,Manufacturing,Intern,LOW,0.87,0.87,,,,1,100.0,1
2021,United States,North America,Manufacturing,Senior,LOW,0.72,0.72,,,,1,100.0,1
2021,United States,North America,Retail,Executive,HIGH,,,0.1,100097.0,0.74,1,0.0,1
2021,United States,North America,Retail,Senior,LOW,,,,,,1,100.0,1
2021,United States,North America,Tech,Intern,LOW,,,,,,1,100.0,1
2021,Vietnam,Southeast Asia,Agriculture,Executive,LOW,,,0.07,,44411.0,1,0.0,1
2021,Vietnam,Southeast Asia,Education,Executive,LOW,,,,,,1,100.0,1
2021,Vietnam,Southeast Asia,Energy,Executive,LOW,0.47,0.47,,,,1,100.0,1
2021,Vietnam,Southeast Asia,Finance,Intern,HIGH,,,0.89,56523.0,0.18,1,100.0,1
2021,Vietnam,Southeast Asia,Government,Mid,HIGH,,,0.05,41706.0,0.71,1,0.0,1
2021,Vietnam,Southeast Asia,Retail,Junior,LOW,,,0.2,,40200.0,1,0.0,1
2021,Vietnam,Southeast Asia,Retail,Mid,LOW,0.58,0.58,,,,1,100.0,1
2022,Argentina,South America,Agriculture,Executive,LOW,,,0.17,,-3.31,1,0.0,1
2022,Argentina,South America,Education,Executive,LOW,,,0.07,,-4.25,1,0.0,1
2022,Argentina,South America,Energy,Intern,LOW,,,,,,1,100.0,1
2022,Argentina,South America,Finance,Junior,LOW,0.81,0.81,,,,1,100.0,1
2022,Argentina,South America,Government,Mid,LOW,0.8,0.8,,,,1,100.0,1
2022,Argentina,South America,Manufacturing,Senior,HIGH,,,0.54,72001.0,0.25,1,100.0,1
2022,Argentina,South America,Retail,Junior,LOW,,,0.17,,-2.27,1,0.0,1
2022,Australia,Oceania,Agriculture,Intern,HIGH,,,0.01,94430.0,0.6,1,0.0,1
2022,Australia,Oceania,Education,Mid,HIGH,,,0.16,77085.0,0.73,1,0.0,1
2022,Australia,Oceania,Energy,Executive,LOW,,,0.03,,0.72,1,0.0,1
2022,Australia,Oceania,Energy,Intern,LOW,,,0.15,,,1,0.0,1
2022,Australia,Oceania,Government,Junior,HIGH,,,0.03,80489.0,0.72,1,0.0,1
2022,Australia,Oceania,Government,Junior,LOW,,,,,,1,100.0,1
2022,Australia,Oceania,Government,Senior,LOW,,,0.14,,102867.0,3,66.67,3
2022,Australia,Oceania,Healthcare,Intern,LOW,0.57,0.57,0.03,,86825.0,2,50.0,2
2022,Australia,Oceania,Healthcare,Junior,LOW,,,,,,1,100.0,1
2022,Australia,Oceania,Healthcare,Mid,HIGH,,,0.1,77415.0,0.75,1,0.0,1
2022,Australia,Oceania,Healthcare,Mid,LOW,,,,,,1,100.0,1
2022,Australia,Oceania,Manufacturing,Senior,LOW,,,,,,1,100.0,1
2022,Australia,Oceania,Retail,Intern,LOW,,,0.07,,,1,0.0,1
2022,Australia,Oceania,Retail,Mid,HIGH,,,0.07,100497.0,0.75,1,0.0,1
2022,Australia,Oceania,Tech,Junior,HIGH,,,0.18,81393.0,0.86,1,0.0,1
2022,Australia,Oceania,Tech,Lead,LOW,,,0.6,,7.42,1,100.0,1
2022,Australia,Oceania,Tech,Mid,HIGH,,,0.16,80276.0,0.745,2,0.0,2
2022,Bangladesh,South Asia,Education,Mid,LOW,,,,,,1,100.0,1
2022,Bangladesh,South Asia,Energy,Intern,LOW,,,0.19,,-4.62,1,0.0,1
2022,Bangladesh,South Asia,Retail,Executive,LOW,,,0.09,,28175.0,1,0.0,1
2022,Brazil,South America,Agriculture,Executive,LOW,,,,,,1,100.0,1
2022,Canada,North America,Agriculture,Senior,LOW,0.43,0.43,,,,1,100.0,1
2022,Canada,North America,Education,Senior,LOW,,,0.74,,,1,100.0,1
2022,Canada,North America,Finance,Intern,LOW,,,0.74,,,1,100.0,1
2022,Canada,North America,Finance,Junior,LOW,,,,,,1,100.0,1
2022,Canada,North America,Government,Junior,LOW,,,,,,1,100.0,1
2022,Canada,North America,Healthcare,Lead,LOW,,,0.11,,,1,0.0,1
2022,Canada,North America,Healthcare,Mid,LOW,,,,,,1,100.0,1
2022,Canada,North America,Manufacturing,Senior,LOW,0.62,0.62,,,,1,100.0,1
2022,Canada,North America,Retail,Senior,LOW,,,,,,2,100.0,2
2022,Canada,North America,Tech,Executive,LOW,0.5,0.5,,,,1,100.0,1
2022,Canada,North America,Tech,Senior,HIGH,,,0.1,95867.0,0.89,1,0.0,1
2022,Chile,South America,Agriculture,Lead,LOW,,,0.04,,53745.0,1,0.0,1
2022,Chile,South America,Energy,Mid,LOW,,,,,69729.0,1,100.0,1
2022,Chile,South America,Finance,Mid,LOW,,,,,,1,100.0,1
2022,Chile,South America,Government,Intern,LOW,,,0.47,,5.52,1,100.0,1
2022,Chile,South America,Government,Mid,LOW,,,,,,1,100.0,1
2022,Chile,South America,Healthcare,Mid,LOW,,,,,,1,100.0,1
2022,Chile,South America,Retail,Intern,LOW,0.48,0.48,,,,1,100.0,1
2022,Chile,South America,Retail,Senior,LOW,0.44,0.44,,,,1,100.0,1
2022,Chile,South America,Tech,Senior,LOW,0.71,0.71,,,,1,100.0,1
2022,China,East Asia,Agriculture,Junior,LOW,,,0.11,,3.37,1,0.0,1
2022,China,East Asia,Agriculture,Mid,LOW,,,0.81,,97245.0,1,100.0,1
2022,China,East Asia,Finance,Senior,LOW,,,,,,1,100.0,1
2022,China,East Asia,Government,Lead,LOW,,,,,,1,100.0,1
2022,China,East Asia,Healthcare,Junior,LOW,,,0.13,,,1,0.0,1
2022,China,East Asia,Manufacturing,Junior,LOW,,,,,,1,100.0,1
2022,China,East Asia,Retail,Lead,LOW,,,0.86,,,1,100.0,1
2022,China,East Asia,Tech,Executive,LOW,0.87,0.87,,,,1,100.0,1
2022,Colombia,South America,Energy,Junior,LOW,,,0.45,,,1,100.0,1
2022,Colombia,South America,Finance,Intern,LOW,,,,,,1,100.0,1
2022,Colombia,South America,Government,Senior,HIGH,,,0.77,67379.0,0.29,1,100.0,1
2022,Colombia,South America,Healthcare,Mid,HIGH,,,0.17,53180.0,0.86,1,0.0,1
2022,Colombia,South America,Manufacturing,Senior,LOW,,,0.02,,,1,0.0,1
2022,Colombia,South America,Retail,Executive,HIGH,,,0.09,47847.0,0.8,1,0.0,1
2022,Colombia,South America,Retail,Junior,HIGH,,,0.04,52028.0,0.63,1,0.0,1
2022,Colombia,South America,Retail,Junior,LOW,,,0.1,,54227.0,1,0.0,1
2022,Colombia,South America,Retail,Senior,HIGH,,,0.19,51750.0,0.77,1,0.0,1
2022,Colombia,South America,Tech,Intern,LOW,,,,,,1,100.0,1
2022,Egypt,Africa,Energy,Executive,LOW,,,0.61,,7.11,1,100.0,1
2022,Egypt,Africa,Energy,Senior,LOW,,,0.93,,,1,100.0,1
2022,Egypt,Africa,Finance,Senior,LOW,0.93,0.93,,,,1,100.0,1
2022,Egypt,Africa,Retail,Executive,LOW,,,,,,1,100.0,1
2022,Egypt,Africa,Retail,Lead,HIGH,,,0.05,27065.0,0.64,1,0.0,1
2022,Egypt,Africa,Tech,Lead,LOW,,,0.16,,-3.52,1,0.0,1
2022,France,Europe,Agriculture,Intern,LOW,,,,,,1,100.0,1
2022,France,Europe,Education,Executive,LOW,,,0.02,,,1,0.0,1
2022,Germany,Europe,Agriculture,Lead,LOW,,,,,,1,100.0,1
2022,Germany,Europe,Education,Senior,LOW,,,0.95,,13.58,1,100.0,1
2022,Germany,Europe,Manufacturing,Junior,LOW,,,0.51,,127796.0,1,100.0,1
2022,Ghana,Africa,Agriculture,Executive,LOW,,,0.93,,,1,100.0,1
2022,Ghana,Africa,Agriculture,Lead,LOW,,,,,,1,100.0,1
2022,Ghana,Africa,Finance,Executive,LOW,,,0.15,,,1,0.0,1
2022,Ghana,Africa,Finance,Lead,LOW,0.94,0.94,,,,1,100.0,1
2022,Ghana,Africa,Manufacturing,Junior,LOW,,,,,,1,100.0,1
2022,Ghana,Africa,Tech,Intern,LOW,,,0.04,,26366.0,1,0.0,1
2022,Ghana,Africa,Tech,Mid,LOW,,,,,,1,100.0,1
2022,India,South Asia,Education,Executive,LOW,,,,,,1,100.0,1
2022,India,South Asia,Healthcare,Senior,LOW,0.91,0.91,,,,2,100.0,2
2022,Indonesia,Southeast Asia,Agriculture,Intern,LOW,,,0.56,,,1,100.0,1
2022,Indonesia,Southeast Asia,Agriculture,Lead,LOW,0.86,0.86,,,,1,100.0,1
2022,Indonesia,Southeast Asia,Energy,Executive,LOW,,,0.03,,44560.0,1,0.0,1
2022,Indonesia,Southeast Asia,Finance,Executive,LOW,0.51,0.51,0.02,,-2.75,2,50.0,2
2022,Indonesia,Southeast Asia,Government,Executive,LOW,,,0.72,,7.12,1,100.0,1
2022,Indonesia,Southeast Asia,Healthcare,Lead,LOW,0.86,0.86,,,,1,100.0,1
2022,Indonesia,Southeast Asia,Healthcare,Senior,LOW,0.9,0.9,,,,1,100.0,1
2022,Indonesia,Southeast Asia,Manufacturing,Intern,LOW,,,,,,1,100.0,1
2022,Indonesia,Southeast Asia,Retail,Executive,LOW,,,0.8,,,1,100.0,1
2022,Indonesia,Southeast Asia,Retail,Intern,LOW,,,0.05,,37895.0,1,0.0,1
2022,Indonesia,Southeast Asia,Retail,Lead,LOW,,,,,55599.0,1,100.0,1
2022,Indonesia,Southeast Asia,Retail,Mid,LOW,,,,,,1,100.0,1
2022,Israel,Middle East,Education,Senior,LOW,,,0.73,,91418.0,1,100.0,1
2022,Israel,Middle East,Government,Mid,LOW,,,0.44,,,1,100.0,1
2022,Israel,Middle East,Healthcare,Mid,LOW,,,,,,1,100.0,1
2022,Israel,Middle East,Retail,Executive,LOW,,,,,101369.0,1,100.0,1
2022,Israel,Middle East,Tech,Lead,HIGH,,,0.11,64568.0,0.78,1,0.0,1
2022,Israel,Middle East,Tech,Mid,LOW,,,,,,1,100.0,1
2022,Italy,Europe,Energy,Senior,LOW,0.42,0.42,,,,1,100.0,1
2022,Italy,Europe,Manufacturing,Lead,LOW,,,0.18,,,1,0.0,1
2022,Italy,Europe,Retail,Mid,LOW,,,0.04,,-4.14,1,0.0,1
2022,Japan,East Asia,Education,Junior,HIGH,,,0.9,93503.0,0.14,1,100.0,1
2022,Japan,East Asia,Energy,Junior,LOW,,,,,,1,100.0,1
2022,Japan,East Asia,Energy,Senior,LOW,,,0.85,,17.83,1,100.0,1
2022,Japan,East Asia,Retail,Intern,HIGH,,,0.64,112930.0,0.13,1,100.0,1
2022,Japan,East Asia,Retail,Mid,LOW,0.76,0.76,,,,1,100.0,1
2022,Japan,East Asia,Tech,Intern,LOW,0.61,0.61,,,,1,100.0,1
2022,Japan,East Asia,Tech,Junior,LOW,,,,,,1,100.0,1
2022,Jordan,Middle East,Education,Senior,LOW,0.61,0.61,,,,1,100.0,1
2022,Jordan,Middle East,Retail,Mid,LOW,,,0.17,,72871.0,1,0.0,1
2022,Jordan,Middle East,Tech,Senior,LOW,,,,,,1,100.0,1
2022,Kenya,Africa,Government,Intern,HIGH,,,0.09,22476.0,0.71,1,0.0,1
2022,Kenya,Africa,Government,Senior,LOW,,,0.05,,3.19,1,0.0,1
2022,Kenya,Africa,Manufacturing,Mid,HIGH,,,0.65,37769.0,0.12,1,100.0,1
2022,Kenya,Africa,Retail,Intern,LOW,,,0.47,,,1,100.0,1
2022,Malaysia,Southeast Asia,Agriculture,Mid,LOW,,,0.1,,-1.72,1,0.0,1
2022,Malaysia,Southeast Asia,Energy,Executive,LOW,,,,,,1,100.0,1
2022,Malaysia,Southeast Asia,Retail,Senior,LOW,,,0.03,,3.14,1,0.0,1
2022,Mexico,North America,Agriculture,Senior,LOW,0.82,0.82,,,,1,100.0,1
2022,Mexico,North America,Education,Lead,HIGH,,,0.12,108280.0,0.9,1,0.0,1
2022,Mexico,North America,Energy,Lead,LOW,,,,,,1,100.0,1
2022,Mexico,North America,Energy,Senior,LOW,,,0.15,,,1,0.0,1
2022,Mexico,North America,Finance,Senior,LOW,,,0.85,,13.67,1,100.0,1
2022,Mexico,North America,Government,Junior,LOW,,,0.66,,,1,100.0,1
2022,Mexico,North America,Government,Mid,LOW,,,0.06,,,1,0.0,1
2022,Mexico,North America,Government,Senior,LOW,,,0.76,,144591.0,2,100.0,2
2022,Mexico,North America,Healthcare,Junior,LOW,0.51,0.51,,,,1,100.0,1
2022,Mexico,North America,Manufacturing,Senior,LOW,,,,,,1,100.0,1
2022,Mexico,North America,Retail,Senior,HIGH,,,0.09,89286.0,0.72,1,0.0,1
2022,Mexico,North America,Tech,Executive,LOW,0.94,0.94,,,,1,100.0,1
2022,Morocco,Africa,Education,Intern,HIGH,,,0.16,22920.0,0.88,1,0.0,1
2022,Morocco,Africa,Tech,Junior,LOW,,,,,32696.0,1,100.0,1
2022,Nepal,South Asia,Agriculture,Intern,LOW,0.66,0.66,,,,1,100.0,1
2022,Nepal,South Asia,Agriculture,Senior,LOW,0.42,0.42,0.02,,31038.0,2,50.0,2
2022,Nepal,South Asia,Education,Intern,LOW,,,0.01,,-2.57,1,0.0,1
2022,Nepal,South Asia,Education,Mid,LOW,,,,,,1,100.0,1
2022,Nepal,South Asia,Education,Senior,LOW,0.91,0.91,,,,1,100.0,1
2022,Nepal,South Asia,Government,Lead,LOW,,,0.6,,,1,100.0,1
2022,Nepal,South Asia,Government,Mid,HIGH,,,0.04,29282.0,0.83,1,0.0,1
2022,Nepal,South Asia,Retail,Executive,LOW,,,0.16,,,1,0.0,1
2022,Nepal,South Asia,Retail,Intern,HIGH,,,0.1,29431.0,0.82,1,0.0,1
2022,Netherlands,Europe,Agriculture,Executive,LOW,,,0.87,,,1,100.0,1
2022,Netherlands,Europe,Government,Executive,LOW,,,0.01,,,1,0.0,1
2022,Netherlands,Europe,Government,Senior,LOW,,,0.39,,-2.11,2,50.0,2
2022,Netherlands,Europe,Healthcare,Mid,LOW,,,,,123893.0,1,100.0,1
2022,Netherlands,Europe,Retail,Senior,LOW,,,0.55,,102727.0,1,100.0,1
2022,Netherlands,Europe,Tech,Executive,LOW,,,,,,1,100.0,1
2022,New Zealand,Oceania,Education,Executive,LOW,,,0.06,,,1,0.0,1
2022,New Zealand,Oceania,Education,Mid,LOW,,,0.09,,84829.0,1,0.0,1
2022,New Zealand,Oceania,Energy,Junior,LOW,,,0.07,,-4.48,1,0.0,1
2022,New Zealand,Oceania,Finance,Intern,LOW,,,0.02,,93428.0,1,0.0,1
2022,New Zealand,Oceania,Finance,Lead,LOW,,,,,,1,100.0,1
2022,New Zealand,Oceania,Finance,Mid,LOW,,,,,,1,100.0,1
2022,New Zealand,Oceania,Government,Executive,LOW,,,0.19,,118196.0,2,50.0,2
2022,New Zealand,Oceania,Manufacturing,Senior,HIGH,,,0.1,75304.0,0.89,1,0.0,1
2022,New Zealand,Oceania,Manufacturing,Senior,LOW,0.54,0.54,,,,2,100.0,2
2022,New Zealand,Oceania,Tech,Executive,LOW,,,,,,1,100.0,1
2022,New Zealand,Oceania,Tech,Junior,LOW,0.54,0.54,,,,1,100.0,1
2022,New Zealand,Oceania,Tech,Lead,LOW,,,,,,1,100.0,1
2022,New Zealand,Oceania,Tech,Mid,LOW,0.47,0.47,,,,1,100.0,1
2022,New Zealand,Oceania,Tech,Senior,LOW,,,,,,1,100.0,1
2022,Nigeria,Africa,Education,Executive,LOW,,,0.11,,26240.0,1,0.0,1
2022,Nigeria,Africa,Education,Senior,LOW,,,,,,1,100.0,1
2022,Nigeria,Africa,Healthcare,Junior,LOW,,,0.1,,0.09,2,50.0,2
2022,Nigeria,Africa,Manufacturing,Intern,HIGH,,,0.08,27688.0,0.71,1,0.0,1
2022,Nigeria,Africa,Manufacturing,Intern,LOW,,,,,,1,100.0,1
2022,Nigeria,Africa,Retail,Executive,LOW,,,0.03,,1.6,1,0.0,1
2022,Pakistan,South Asia,Agriculture,Intern,LOW,,,0.85,,11.15,1,100.0,1
2022,Pakistan,South Asia,Agriculture,Junior,LOW,,,0.18,,3.35,1,0.0,1
2022,Pakistan,South Asia,Education,Executive,LOW,,,,,,1,100.0,1
2022,Pakistan,South Asia,Education,Senior,HIGH,,,0.06,30602.0,0.61,1,0.0,1
2022,Pakistan,South Asia,Finance,Senior,LOW,,,,,,1,100.0,1
2022,Pakistan,South Asia,Healthcare,Executive,HIGH,,,0.01,29985.0,0.88,1,0.0,1
2022,Pakistan,South Asia,Manufacturing,Executive,LOW,,,0.06,,30721.0,1,0.0,1
2022,Pakistan,South Asia,Manufacturing,Junior,LOW,,,,,,1,100.0,1
2022,Pakistan,South Asia,Manufacturing,Senior,LOW,,,0.11,,25819.0,1,0.0,1
2022,Pakistan,South Asia,Retail,Mid,LOW,,,0.11,,,1,0.0,1
2022,Pakistan,South Asia,Tech,Intern,LOW,,,0.93,,,1,100.0,1
2022,Pakistan,South Asia,Tech,Lead,HIGH,,,0.86,40749.0,0.4,1,100.0,1
2022,Peru,South America,Agriculture,Mid,LOW,,,0.15,,0.84,1,0.0,1
2022,Peru,South America,Agriculture,Senior,LOW,0.61,0.61,,,,1,100.0,1
2022,Peru,South America,Education,Intern,HIGH,,,0.1,45070.0,0.76,1,0.0,1
2022,Peru,South America,Education,Lead,LOW,,,,,63211.0,1,100.0,1
2022,Peru,South America,Energy,Mid,LOW,,,0.41,,66278.0,1,100.0,1
2022,Peru,South America,Finance,Senior,LOW,,,,,,1,100.0,1
2022,Peru,South America,Healthcare,Executive,LOW,,,0.11,,,1,0.0,1
2022,Peru,South America,Healthcare,Lead,LOW,,,,,,1,100.0,1
2022,Peru,South America,Manufacturing,Junior,LOW,,,0.19,,51620.0,1,0.0,1
2022,Peru,South America,Retail,Intern,LOW,,,0.44,,,1,100.0,1
2022,Peru,South America,Tech,Senior,LOW,,,,,,1,100.0,1
2022,Philippines,Southeast Asia,Manufacturing,Mid,LOW,0.65,0.65,,,,1,100.0,1
2022,Poland,Europe,Education,Junior,LOW,,,0.01,,80194.0,1,0.0,1
2022,Poland,Europe,Education,Lead,LOW,,,0.08,,,1,0.0,1
2022,Poland,Europe,Healthcare,Junior,LOW,,,0.05,,,1,0.0,1
2022,Poland,Europe,Healthcare,Mid,HIGH,,,0.9,104935.0,0.11,1,100.0,1
2022,Qatar,Middle East,Agriculture,Executive,LOW,,,,,,1,100.0,1
2022,Qatar,Middle East,Agriculture,Lead,LOW,,,0.1,,,1,0.0,1
2022,Qatar,Middle East,Education,Intern,LOW,,,0.51,,,1,100.0,1
2022,Qatar,Middle East,Education,Junior,LOW,,,,,,1,100.0,1
2022,Qatar,Middle East,Education,Mid,LOW,,,0.14,,0.27,1,0.0,1
2022,Qatar,Middle East,Energy,Executive,LOW,,,,,,1,100.0,1
2022,Qatar,Middle East,Government,Intern,LOW,,,,,,1,100.0,1
2022,Qatar,Middle East,Healthcare,Junior,LOW,,,0.17,,4.91,1,0.0,1
2022,Qatar,Middle East,Tech,Mid,HIGH,,,0.87,84909.0,0.2,1,100.0,1
2022,Saudi Arabia,Middle East,Energy,Lead,LOW,,,,,,1,100.0,1
2022,Saudi Arabia,Middle East,Finance,Mid,LOW,,,0.15,,3.97,1,0.0,1
2022,Saudi Arabia,Middle East,Retail,Intern,LOW,,,,,,1,100.0,1
2022,Saudi Arabia,Middle East,Retail,Junior,LOW,,,0.59,,,1,100.0,1
2022,Singapore,Southeast Asia,Education,Intern,HIGH,,,0.12,41317.0,0.88,1,0.0,1
2022,Singapore,Southeast Asia,Education,Mid,LOW,,,,,,1,100.0,1
2022,Singapore,Southeast Asia,Finance,Junior,LOW,0.9,0.9,,,,1,100.0,1
2022,Singapore,Southeast Asia,Retail,Mid,LOW,,,0.01,,36278.0,1,0.0,1
2022,Singapore,Southeast Asia,Tech,Mid,LOW,,,,,,1,100.0,1
2022,South Africa,Africa,Agriculture,Lead,LOW,,,0.18,,24438.0,1,0.0,1
2022,South Africa,Africa,Finance,Junior,LOW,0.82,0.82,,,,1,100.0,1
2022,South Africa,Africa,Healthcare,Executive,LOW,,,0.62,,,1,100.0,1
2022,South Africa,Africa,Healthcare,Intern,LOW,,,,,,1,100.0,1
2022,South Africa,Africa,Manufacturing,Senior,LOW,,,0.11,,,1,0.0,1
2022,South Africa,Africa,Retail,Executive,LOW,,,,,,1,100.0,1
2022,South Africa,Africa,Tech,Executive,LOW,,,0.19,,-1.03,1,0.0,1
2022,South Korea,East Asia,Agriculture,Executive,LOW,0.91,0.91,,,,1,100.0,1
2022,South Korea,East Asia,Education,Junior,LOW,,,0.13,,74468.0,1,0.0,1
2022,South Korea,East Asia,Energy,Junior,LOW,,,,,,1,100.0,1
2022,South Korea,East Asia,Government,Mid,HIGH,,,0.02,67789.0,0.74,1,0.0,1
2022,South Korea,East Asia,Healthcare,Junior,HIGH,,,0.06,83211.0,0.76,1,0.0,1
2022,South Korea,East Asia,Healthcare,Lead,LOW,,,0.07,,3.73,1,0.0,1
2022,South Korea,East Asia,Healthcare,Mid,LOW,,,0.05,,,1,0.0,1
2022,South Korea,East Asia,Manufacturing,Intern,LOW,,,,,,1,100.0,1
2022,South Korea,East Asia,Retail,Junior,LOW,,,,,,1,100.0,1
2022,South Korea,East Asia,Retail,Mid,LOW,,,0.94,,114590.0,1,100.0,1
2022,Spain,Europe,Energy,Senior,LOW,,,0.08,,92105.0,1,0.0,1
2022,Spain,Europe,Government,Lead,LOW,,,,,,1,100.0,1
2022,Spain,Europe,Healthcare,Executive,LOW,,,0.17,,,1,0.0,1
2022,Spain,Europe,Tech,Junior,LOW,,,0.08,,,1,0.0,1
2022,Sri Lanka,South Asia,Agriculture,Senior,LOW,,,0.03,,,2,50.0,2
2022,Sri Lanka,South Asia,Manufacturing,Junior,LOW,,,0.07,,,1,0.0,1
2022,Sri Lanka,South Asia,Retail,Senior,LOW,,,,,32414.0,1,100.0,1
2022,Sri Lanka,South Asia,Tech,Junior,LOW,0.55,0.55,,,,1,100.0,1
2022,Sweden,Europe,Education,Mid,LOW,,,0.7,,119282.0,1,100.0,1
2022,Sweden,Europe,Healthcare,Senior,LOW,,,,,,1,100.0,1
2022,Sweden,Europe,Manufacturing,Lead,HIGH,,,0.84,100661.0,0.28,1,100.0,1
2022,Sweden,Europe,Retail,Lead,HIGH,,,0.19,89686.0,0.84,1,0.0,1
2022,Taiwan,East Asia,Government,Intern,LOW,0.87,0.87,,,,1,100.0,1
2022,Taiwan,East Asia,Retail,Executive,LOW,,,,,107488.0,1,100.0,1
2022,Taiwan,East Asia,Retail,Mid,LOW,,,0.17,,69774.0,1,0.0,1
2022,Taiwan,East Asia,Tech,Lead,LOW,,,,,,1,100.0,1
